filepath,caption
dataset/navigation/object tool on the floor_119.jpg,navigation object tool
./dataset\chemspeed_clear\image_402.jpg,chemspeed clear
dataset/navigation/object tool on the floor_58.jpg,navigation object tool
./dataset/capping_hazard/spillage_33.jpg,capping spillage
./dataset/capping_clear/clear_rack_404.jpg,capping clear
./dataset/capping_hazard/missing_vial_49.jpg,capping missing vial
./dataset\chemspeed_hazard\image_129.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_181.jpg,chemspeed hazard
dataset/navigation/object glove on the floor_87.jpg,navigation object glove
./dataset/capping_clear/clear_rack_69.jpg,capping clear
./dataset\chemspeed_hazard\image_160.jpg,chemspeed hazard
dataset/navigation/object vial on the floor_135.jpg,navigation object vial
dataset/navigation/Empty floor_427.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_262.jpg,chemspeed clear
./dataset\chemspeed_clear\image_294.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_248.jpg,capping clear
./dataset\chemspeed_hazard\image_24.jpg,chemspeed hazard
dataset/navigation/object glove on the floor_4.jpg,navigation object glove
dataset/navigation/Empty floor_320.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_425.jpg,capping clear
dataset/navigation/other objects on the floor_75.jpg,navigation other objects
./dataset\chemspeed_clear\image_340.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_348.jpg,capping clear
./dataset/capping_hazard/missing_vial_32.jpg,capping missing vial
./dataset/capping_hazard/missing_vial_86.jpg,capping missing vial
./dataset/capping_clear/clear_rack_142.jpg,capping clear
./dataset\chemspeed_clear\image_122.jpg,chemspeed clear
dataset/navigation/object glove on the floor_5.jpg,navigation object glove
dataset/navigation/object glove on the floor_69.jpg,navigation object glove
./dataset/capping_clear/clear_rack_299.jpg,capping clear
dataset/navigation/Empty floor_377.jpg,navigation Empty floor
dataset/navigation/Empty floor_358.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_88.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_461.jpg,capping clear
dataset/navigation/object vial on the floor_144.jpg,navigation object vial
dataset/navigation/object tool on the floor_105.jpg,navigation object tool
./dataset/capping_clear/clear_rack_52.jpg,capping clear
./dataset\chemspeed_hazard\image_391.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_66.jpg,capping clear
./dataset\chemspeed_clear\image_342.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_484.jpg,capping clear
./dataset/capping_clear/clear_rack_309.jpg,capping clear
dataset/navigation/Empty floor_103.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_478.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_43.jpg,capping clear
dataset/navigation/Empty floor_492.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_383.jpg,chemspeed hazard
dataset/navigation/object glove on the floor_25.jpg,navigation object glove
./dataset\chemspeed_hazard\image_471.jpg,chemspeed hazard
dataset/navigation/Empty floor_194.jpg,navigation Empty floor
./dataset/capping_hazard/obstruction_74.jpg,capping obstruction
./dataset\chemspeed_hazard\image_250.jpg,chemspeed hazard
dataset/navigation/Empty floor_321.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_247.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_202.jpg,capping clear
./dataset\chemspeed_hazard\image_139.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_160.jpg,capping clear
./dataset\chemspeed_hazard\image_126.jpg,chemspeed hazard
dataset/navigation/object tool on the floor_26.jpg,navigation object tool
./dataset\chemspeed_hazard\image_78.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_178.jpg,chemspeed clear
dataset/navigation/Empty floor_188.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_457.jpg,chemspeed clear
./dataset/capping_hazard/obstruction_93.jpg,capping obstruction
./dataset\chemspeed_clear\image_111.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_267.jpg,capping clear
./dataset\chemspeed_clear\image_171.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_433.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_335.jpg,capping clear
./dataset\chemspeed_hazard\image_28.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_249.jpg,chemspeed hazard
dataset/navigation/object tool on the floor_104.jpg,navigation object tool
./dataset/capping_clear/clear_rack_383.jpg,capping clear
./dataset/capping_hazard/missing_vial_89.jpg,capping missing vial
./dataset/capping_clear/clear_rack_368.jpg,capping clear
dataset/navigation/Empty floor_547.jpg,navigation Empty floor
dataset/navigation/object vial on the floor_18.jpg,navigation object vial
./dataset\chemspeed_clear\image_139.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_384.jpg,capping clear
dataset/navigation/object vial on the floor_123.jpg,navigation object vial
./dataset/capping_hazard/missing_vial_81.jpg,capping missing vial
./dataset/capping_hazard/missing_vial_1.jpg,capping missing vial
./dataset/capping_hazard/spillage_8.jpg,capping spillage
dataset/navigation/Empty floor_310.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_482.jpg,chemspeed hazard
dataset/navigation/Empty floor_340.jpg,navigation Empty floor
./dataset/capping_hazard/missing_cap_44.jpg,capping missing cap
dataset/navigation/Empty floor_504.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_99.jpg,chemspeed hazard
./dataset/capping_hazard/spillage_57.jpg,capping spillage
dataset/navigation/Empty floor_537.jpg,navigation Empty floor
dataset/navigation/object tool on the floor_121.jpg,navigation object tool
./dataset/capping_hazard/missing_vial_59.jpg,capping missing vial
dataset/navigation/Empty floor_186.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_148.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_434.jpg,chemspeed clear
dataset/navigation/object vial on the floor_41.jpg,navigation object vial
dataset/navigation/Empty floor_93.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_488.jpg,capping clear
dataset/navigation/Empty floor_508.jpg,navigation Empty floor
./dataset/capping_hazard/missing_cap_56.jpg,capping missing cap
./dataset\chemspeed_hazard\image_152.jpg,chemspeed hazard
dataset/navigation/object tool on the floor_43.jpg,navigation object tool
./dataset/capping_clear/clear_rack_242.jpg,capping clear
./dataset\chemspeed_hazard\image_80.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_454.jpg,chemspeed clear
dataset/navigation/Empty floor_144.jpg,navigation Empty floor
dataset/navigation/object vial on the floor_127.jpg,navigation object vial
dataset/navigation/Empty floor_47.jpg,navigation Empty floor
dataset/navigation/Empty floor_479.jpg,navigation Empty floor
./dataset/capping_hazard/obstruction_11.jpg,capping obstruction
dataset/navigation/Empty floor_448.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_229.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_116.jpg,chemspeed clear
dataset/navigation/object tool on the floor_66.jpg,navigation object tool
./dataset/capping_clear/clear_rack_8.jpg,capping clear
dataset/navigation/Empty floor_162.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_434.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_377.jpg,capping clear
./dataset/capping_clear/clear_rack_1.jpg,capping clear
dataset/navigation/object vial on the floor_82.jpg,navigation object vial
dataset/navigation/Empty floor_409.jpg,navigation Empty floor
dataset/navigation/Empty floor_317.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_358.jpg,capping clear
dataset/navigation/object vial on the floor_22.jpg,navigation object vial
./dataset\chemspeed_clear\image_76.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_26.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_113.jpg,capping clear
dataset/navigation/Empty floor_35.jpg,navigation Empty floor
dataset/navigation/Empty floor_411.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_206.jpg,chemspeed clear
dataset/navigation/Empty floor_295.jpg,navigation Empty floor
./dataset/capping_hazard/missing_vial_83.jpg,capping missing vial
./dataset\chemspeed_hazard\image_420.jpg,chemspeed hazard
dataset/navigation/Empty floor_483.jpg,navigation Empty floor
dataset/navigation/Empty floor_539.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_349.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_241.jpg,chemspeed hazard
dataset/navigation/object tool on the floor_120.jpg,navigation object tool
./dataset\chemspeed_hazard\image_217.jpg,chemspeed hazard
./dataset/capping_hazard/spillage_17.jpg,capping spillage
dataset/navigation/Empty floor_443.jpg,navigation Empty floor
dataset/navigation/object glove on the floor_93.jpg,navigation object glove
./dataset\chemspeed_hazard\image_334.jpg,chemspeed hazard
dataset/navigation/object tool on the floor_35.jpg,navigation object tool
./dataset\chemspeed_hazard\image_47.jpg,chemspeed hazard
dataset/navigation/object tool on the floor_116.jpg,navigation object tool
./dataset\chemspeed_hazard\image_251.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_306.jpg,capping clear
./dataset/capping_hazard/obstruction_16.jpg,capping obstruction
./dataset\chemspeed_clear\image_487.jpg,chemspeed clear
dataset/navigation/object tool on the floor_19.jpg,navigation object tool
dataset/navigation/Empty floor_441.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_189.jpg,chemspeed clear
./dataset/capping_hazard/missing_cap_40.jpg,capping missing cap
./dataset\chemspeed_hazard\image_206.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_155.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_445.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_141.jpg,chemspeed hazard
dataset/navigation/other objects on the floor_95.jpg,navigation other objects
./dataset\chemspeed_clear\image_428.jpg,chemspeed clear
dataset/navigation/Empty floor_54.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_79.jpg,chemspeed hazard
./dataset/capping_hazard/missing_cap_16.jpg,capping missing cap
dataset/navigation/other objects on the floor_18.jpg,navigation other objects
./dataset/capping_hazard/spillage_15.jpg,capping spillage
dataset/navigation/other objects on the floor_93.jpg,navigation other objects
dataset/navigation/Empty floor_461.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_60.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_186.jpg,chemspeed hazard
./dataset/capping_hazard/obstruction_44.jpg,capping obstruction
./dataset/capping_hazard/spillage_24.jpg,capping spillage
./dataset\chemspeed_hazard\image_320.jpg,chemspeed hazard
./dataset/capping_hazard/missing_cap_72.jpg,capping missing cap
dataset/navigation/Empty floor_533.jpg,navigation Empty floor
dataset/navigation/object vial on the floor_126.jpg,navigation object vial
./dataset\chemspeed_hazard\image_483.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_67.jpg,chemspeed clear
dataset/navigation/Empty floor_302.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_8.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_212.jpg,chemspeed clear
dataset/navigation/Empty floor_471.jpg,navigation Empty floor
./dataset/capping_hazard/obstruction_71.jpg,capping obstruction
dataset/navigation/Empty floor_197.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_192.jpg,chemspeed clear
./dataset/capping_hazard/obstruction_37.jpg,capping obstruction
./dataset/capping_hazard/spillage_84.jpg,capping spillage
./dataset/capping_clear/clear_rack_483.jpg,capping clear
dataset/navigation/Empty floor_18.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_308.jpg,chemspeed clear
./dataset\chemspeed_clear\image_293.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_154.jpg,chemspeed hazard
dataset/navigation/Empty floor_476.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_284.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_263.jpg,chemspeed hazard
dataset/navigation/other objects on the floor_53.jpg,navigation other objects
./dataset/capping_clear/clear_rack_355.jpg,capping clear
dataset/navigation/Empty floor_265.jpg,navigation Empty floor
dataset/navigation/other objects on the floor_32.jpg,navigation other objects
./dataset/capping_hazard/spillage_100.jpg,capping spillage
./dataset\chemspeed_hazard\image_280.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_218.jpg,capping clear
./dataset\chemspeed_clear\image_211.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_370.jpg,capping clear
./dataset/capping_clear/clear_rack_422.jpg,capping clear
./dataset/capping_clear/clear_rack_386.jpg,capping clear
dataset/navigation/Empty floor_282.jpg,navigation Empty floor
dataset/navigation/object vial on the floor_28.jpg,navigation object vial
dataset/navigation/object tool on the floor_45.jpg,navigation object tool
./dataset/capping_clear/clear_rack_354.jpg,capping clear
./dataset\chemspeed_hazard\image_143.jpg,chemspeed hazard
dataset/navigation/object glove on the floor_62.jpg,navigation object glove
./dataset\chemspeed_hazard\image_61.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_226.jpg,capping clear
dataset/navigation/Empty floor_168.jpg,navigation Empty floor
./dataset/capping_hazard/missing_vial_92.jpg,capping missing vial
./dataset\chemspeed_hazard\image_282.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_459.jpg,chemspeed clear
dataset/navigation/object vial on the floor_113.jpg,navigation object vial
./dataset/capping_hazard/missing_cap_22.jpg,capping missing cap
dataset/navigation/Empty floor_159.jpg,navigation Empty floor
dataset/navigation/Empty floor_452.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_290.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_345.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_415.jpg,capping clear
./dataset\chemspeed_hazard\image_221.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_308.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_473.jpg,capping clear
./dataset\chemspeed_clear\image_166.jpg,chemspeed clear
dataset/navigation/object tool on the floor_132.jpg,navigation object tool
./dataset\chemspeed_clear\image_119.jpg,chemspeed clear
dataset/navigation/object tool on the floor_99.jpg,navigation object tool
./dataset/capping_clear/clear_rack_15.jpg,capping clear
./dataset/capping_clear/clear_rack_83.jpg,capping clear
./dataset\chemspeed_clear\image_319.jpg,chemspeed clear
dataset/navigation/object tool on the floor_118.jpg,navigation object tool
./dataset\chemspeed_hazard\image_50.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_59.jpg,chemspeed clear
./dataset/capping_hazard/missing_vial_31.jpg,capping missing vial
dataset/navigation/Empty floor_453.jpg,navigation Empty floor
dataset/navigation/Empty floor_421.jpg,navigation Empty floor
dataset/navigation/object vial on the floor_139.jpg,navigation object vial
./dataset/capping_hazard/obstruction_92.jpg,capping obstruction
dataset/navigation/Empty floor_234.jpg,navigation Empty floor
./dataset/capping_hazard/missing_vial_74.jpg,capping missing vial
./dataset\chemspeed_clear\image_181.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_159.jpg,chemspeed hazard
dataset/navigation/Empty floor_4.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_192.jpg,capping clear
dataset/navigation/object glove on the floor_91.jpg,navigation object glove
./dataset\chemspeed_hazard\image_29.jpg,chemspeed hazard
dataset/navigation/object glove on the floor_9.jpg,navigation object glove
dataset/navigation/Empty floor_418.jpg,navigation Empty floor
dataset/navigation/other objects on the floor_55.jpg,navigation other objects
./dataset\chemspeed_hazard\image_3.jpg,chemspeed hazard
./dataset/capping_hazard/missing_cap_14.jpg,capping missing cap
dataset/navigation/object tool on the floor_93.jpg,navigation object tool
./dataset/capping_clear/clear_rack_109.jpg,capping clear
./dataset/capping_clear/clear_rack_138.jpg,capping clear
./dataset\chemspeed_clear\image_156.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_235.jpg,chemspeed hazard
dataset/navigation/Empty floor_331.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_198.jpg,chemspeed clear
./dataset/capping_hazard/missing_vial_78.jpg,capping missing vial
dataset/navigation/object glove on the floor_29.jpg,navigation object glove
./dataset\chemspeed_hazard\image_234.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_386.jpg,chemspeed hazard
dataset/navigation/Empty floor_229.jpg,navigation Empty floor
dataset/navigation/object vial on the floor_14.jpg,navigation object vial
./dataset\chemspeed_hazard\image_150.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_37.jpg,chemspeed hazard
dataset/navigation/Empty floor_117.jpg,navigation Empty floor
dataset/navigation/Empty floor_87.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_184.jpg,capping clear
dataset/navigation/object vial on the floor_136.jpg,navigation object vial
./dataset\chemspeed_clear\image_125.jpg,chemspeed clear
dataset/navigation/other objects on the floor_52.jpg,navigation other objects
dataset/navigation/Empty floor_312.jpg,navigation Empty floor
dataset/navigation/object glove on the floor_22.jpg,navigation object glove
./dataset/capping_clear/clear_rack_297.jpg,capping clear
./dataset\chemspeed_hazard\image_167.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_309.jpg,chemspeed clear
dataset/navigation/Empty floor_301.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_254.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_273.jpg,chemspeed hazard
./dataset/capping_hazard/obstruction_35.jpg,capping obstruction
./dataset/capping_clear/clear_rack_67.jpg,capping clear
./dataset/capping_hazard/spillage_21.jpg,capping spillage
./dataset/capping_clear/clear_rack_284.jpg,capping clear
./dataset/capping_clear/clear_rack_475.jpg,capping clear
./dataset\chemspeed_clear\image_263.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_469.jpg,capping clear
./dataset/capping_clear/clear_rack_380.jpg,capping clear
./dataset\chemspeed_clear\image_313.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_469.jpg,chemspeed hazard
./dataset/capping_hazard/missing_cap_88.jpg,capping missing cap
dataset/navigation/object vial on the floor_60.jpg,navigation object vial
dataset/navigation/Empty floor_246.jpg,navigation Empty floor
./dataset/capping_hazard/missing_cap_83.jpg,capping missing cap
./dataset\chemspeed_clear\image_103.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_369.jpg,capping clear
./dataset\chemspeed_hazard\image_479.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_133.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_379.jpg,chemspeed hazard
dataset/navigation/Empty floor_392.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_205.jpg,chemspeed hazard
dataset/navigation/Empty floor_209.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_288.jpg,capping clear
./dataset/capping_clear/clear_rack_318.jpg,capping clear
./dataset\chemspeed_clear\image_154.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_20.jpg,capping clear
./dataset\chemspeed_clear\image_241.jpg,chemspeed clear
./dataset\chemspeed_clear\image_433.jpg,chemspeed clear
./dataset\chemspeed_clear\image_464.jpg,chemspeed clear
dataset/navigation/object vial on the floor_61.jpg,navigation object vial
./dataset/capping_hazard/obstruction_94.jpg,capping obstruction
./dataset/capping_hazard/spillage_18.jpg,capping spillage
./dataset/capping_clear/clear_rack_336.jpg,capping clear
dataset/navigation/Empty floor_37.jpg,navigation Empty floor
dataset/navigation/Empty floor_266.jpg,navigation Empty floor
dataset/navigation/Empty floor_323.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_260.jpg,chemspeed hazard
dataset/navigation/object glove on the floor_110.jpg,navigation object glove
./dataset/capping_clear/clear_rack_189.jpg,capping clear
./dataset/capping_hazard/missing_cap_9.jpg,capping missing cap
./dataset/capping_hazard/missing_cap_100.jpg,capping missing cap
dataset/navigation/Empty floor_6.jpg,navigation Empty floor
./dataset/capping_hazard/obstruction_34.jpg,capping obstruction
./dataset\chemspeed_hazard\image_200.jpg,chemspeed hazard
dataset/navigation/Empty floor_367.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_227.jpg,chemspeed hazard
./dataset/capping_hazard/missing_vial_21.jpg,capping missing vial
./dataset\chemspeed_hazard\image_258.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_261.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_124.jpg,chemspeed hazard
dataset/navigation/Empty floor_294.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_369.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_44.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_195.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_305.jpg,chemspeed hazard
./dataset/capping_hazard/missing_cap_38.jpg,capping missing cap
dataset/navigation/Empty floor_345.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_66.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_377.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_122.jpg,capping clear
dataset/navigation/Empty floor_333.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_248.jpg,chemspeed hazard
dataset/navigation/object tool on the floor_85.jpg,navigation object tool
dataset/navigation/object tool on the floor_108.jpg,navigation object tool
dataset/navigation/object tool on the floor_22.jpg,navigation object tool
dataset/navigation/Empty floor_64.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_178.jpg,capping clear
./dataset\chemspeed_hazard\image_419.jpg,chemspeed hazard
dataset/navigation/Empty floor_238.jpg,navigation Empty floor
dataset/navigation/object vial on the floor_81.jpg,navigation object vial
dataset/navigation/Empty floor_506.jpg,navigation Empty floor
dataset/navigation/object tool on the floor_98.jpg,navigation object tool
./dataset\chemspeed_hazard\image_497.jpg,chemspeed hazard
dataset/navigation/object glove on the floor_130.jpg,navigation object glove
./dataset\chemspeed_clear\image_259.jpg,chemspeed clear
dataset/navigation/Empty floor_447.jpg,navigation Empty floor
./dataset/capping_hazard/missing_cap_68.jpg,capping missing cap
./dataset\chemspeed_clear\image_406.jpg,chemspeed clear
dataset/navigation/object tool on the floor_109.jpg,navigation object tool
./dataset\chemspeed_clear\image_176.jpg,chemspeed clear
dataset/navigation/Empty floor_96.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_163.jpg,capping clear
./dataset/capping_clear/clear_rack_315.jpg,capping clear
./dataset\chemspeed_hazard\image_182.jpg,chemspeed hazard
dataset/navigation/Empty floor_243.jpg,navigation Empty floor
dataset/navigation/Empty floor_523.jpg,navigation Empty floor
./dataset/capping_hazard/obstruction_70.jpg,capping obstruction
./dataset/capping_clear/clear_rack_334.jpg,capping clear
./dataset\chemspeed_hazard\image_136.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_304.jpg,chemspeed clear
dataset/navigation/object glove on the floor_12.jpg,navigation object glove
./dataset\chemspeed_hazard\image_426.jpg,chemspeed hazard
./dataset/capping_hazard/missing_vial_40.jpg,capping missing vial
./dataset\chemspeed_clear\image_25.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_413.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_45.jpg,chemspeed hazard
dataset/navigation/object glove on the floor_27.jpg,navigation object glove
./dataset\chemspeed_clear\image_169.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_384.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_274.jpg,capping clear
./dataset\chemspeed_hazard\image_109.jpg,chemspeed hazard
dataset/navigation/Empty floor_32.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_401.jpg,chemspeed clear
dataset/navigation/Empty floor_82.jpg,navigation Empty floor
dataset/navigation/Empty floor_107.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_1.jpg,chemspeed clear
dataset/navigation/Empty floor_349.jpg,navigation Empty floor
./dataset/capping_hazard/missing_vial_15.jpg,capping missing vial
./dataset/capping_hazard/missing_vial_52.jpg,capping missing vial
./dataset\chemspeed_clear\image_453.jpg,chemspeed clear
dataset/navigation/object glove on the floor_23.jpg,navigation object glove
./dataset/capping_hazard/missing_vial_73.jpg,capping missing vial
dataset/navigation/object glove on the floor_37.jpg,navigation object glove
./dataset/capping_clear/clear_rack_319.jpg,capping clear
./dataset/capping_hazard/obstruction_57.jpg,capping obstruction
dataset/navigation/object vial on the floor_20.jpg,navigation object vial
./dataset/capping_hazard/obstruction_5.jpg,capping obstruction
dataset/navigation/Empty floor_341.jpg,navigation Empty floor
dataset/navigation/object tool on the floor_130.jpg,navigation object tool
./dataset/capping_clear/clear_rack_345.jpg,capping clear
dataset/navigation/Empty floor_540.jpg,navigation Empty floor
dataset/navigation/object tool on the floor_86.jpg,navigation object tool
./dataset\chemspeed_hazard\image_393.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_98.jpg,chemspeed clear
dataset/navigation/object glove on the floor_41.jpg,navigation object glove
./dataset/capping_clear/clear_rack_243.jpg,capping clear
dataset/navigation/object glove on the floor_30.jpg,navigation object glove
dataset/navigation/object vial on the floor_115.jpg,navigation object vial
./dataset\chemspeed_clear\image_205.jpg,chemspeed clear
./dataset\chemspeed_clear\image_167.jpg,chemspeed clear
dataset/navigation/other objects on the floor_25.jpg,navigation other objects
dataset/navigation/object vial on the floor_76.jpg,navigation object vial
./dataset\chemspeed_clear\image_403.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_371.jpg,capping clear
./dataset\chemspeed_clear\image_305.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_395.jpg,capping clear
./dataset\chemspeed_clear\image_19.jpg,chemspeed clear
dataset/navigation/Empty floor_519.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_165.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_82.jpg,capping clear
./dataset/capping_clear/clear_rack_126.jpg,capping clear
dataset/navigation/Empty floor_316.jpg,navigation Empty floor
dataset/navigation/Empty floor_262.jpg,navigation Empty floor
dataset/navigation/object glove on the floor_39.jpg,navigation object glove
dataset/navigation/Empty floor_315.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_114.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_206.jpg,capping clear
dataset/navigation/object glove on the floor_104.jpg,navigation object glove
./dataset/capping_clear/clear_rack_321.jpg,capping clear
dataset/navigation/Empty floor_69.jpg,navigation Empty floor
./dataset/capping_hazard/spillage_16.jpg,capping spillage
./dataset\chemspeed_clear\image_232.jpg,chemspeed clear
./dataset/capping_hazard/spillage_22.jpg,capping spillage
./dataset/capping_clear/clear_rack_323.jpg,capping clear
./dataset/capping_hazard/missing_cap_60.jpg,capping missing cap
./dataset/capping_hazard/missing_vial_58.jpg,capping missing vial
dataset/navigation/Empty floor_543.jpg,navigation Empty floor
./dataset/capping_hazard/spillage_36.jpg,capping spillage
./dataset\chemspeed_clear\image_468.jpg,chemspeed clear
./dataset\chemspeed_clear\image_405.jpg,chemspeed clear
dataset/navigation/Empty floor_225.jpg,navigation Empty floor
dataset/navigation/Empty floor_308.jpg,navigation Empty floor
dataset/navigation/Empty floor_259.jpg,navigation Empty floor
dataset/navigation/object tool on the floor_38.jpg,navigation object tool
./dataset\chemspeed_clear\image_322.jpg,chemspeed clear
dataset/navigation/object glove on the floor_60.jpg,navigation object glove
dataset/navigation/Empty floor_499.jpg,navigation Empty floor
dataset/navigation/Empty floor_189.jpg,navigation Empty floor
dataset/navigation/object tool on the floor_6.jpg,navigation object tool
dataset/navigation/object vial on the floor_88.jpg,navigation object vial
./dataset\chemspeed_clear\image_87.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_448.jpg,capping clear
./dataset/capping_clear/clear_rack_378.jpg,capping clear
dataset/navigation/object vial on the floor_13.jpg,navigation object vial
dataset/navigation/Empty floor_187.jpg,navigation Empty floor
dataset/navigation/object tool on the floor_64.jpg,navigation object tool
./dataset\chemspeed_clear\image_476.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_174.jpg,chemspeed hazard
dataset/navigation/Empty floor_176.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_125.jpg,chemspeed hazard
dataset/navigation/other objects on the floor_72.jpg,navigation other objects
dataset/navigation/object glove on the floor_132.jpg,navigation object glove
./dataset\chemspeed_clear\image_317.jpg,chemspeed clear
dataset/navigation/Empty floor_419.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_441.jpg,chemspeed hazard
